tt0003637,Assunta Spina,Assunta Spina,1915,1916-05-01,Drama,72,Italy,,"Francesca Bertini, Gustavo Serena","Salvatore Di Giacomo, Francesca Bertini",Caesar Film,"Francesca Bertini, Gustavo Serena, Carlo Benetti, Luciano Albertini, Amelia Cipriani, Antonio Cruichi, Alberto Collo, Alberto Albertini",Assunta Spina is a tragedy set in Naples at the beginning of the twentieth century. Assunta and Michele are in love but others come between them and there is much jealousy. They fight and ...,6.4,378,,,,,7.0,2.0,https://m.media-amazon.com/images/M/MV5BMTUyNTkxOTA5Ml5BMl5BanBnXkFtZTcwMDA0MDIyMQ@@._V1_SX300.jpg
tt0003471,Traffic in Souls,Traffic in Souls,1913,1913-11-24,"Crime, Drama",88,USA,English,George Loane Tucker,,Independent Moving Pictures Co. of America (IMP),"Jane Gail, Ethel Grandin, William H. Turner, Matt Moore, William Welsh, Millie Liston, Irene Wallace, William Cavanaugh, Arthur Hunter, Howard Crampton, W.H. Bainbridge, Luray Huntley, William Powers, Jack Poulton, Edward Boring","A woman, with the aid of her police officer sweetheart, endeavors to uncover the prostitution ring that has kidnapped her sister, and the philanthropist who secretly runs it.",6.0,552,$ 5700,,,,14.0,11.0,https://m.media-amazon.com/images/M/MV5BYzk0YWQzMGYtYTM5MC00NjM2LWE5YzYtMjgyNDVhZDg1N2YzXkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_SX300.jpg
tt0003643,The Avenging Conscience: or 'Thou Shalt Not Kill',The Avenging Conscience: or 'Thou Shalt Not Kill',1914,1914-08-24,"Crime, Drama, Horror",78,USA,English,D.W. Griffith,"Edgar Allan Poe, D.W. Griffith",Majestic Motion Picture Company,"Henry B. Walthall, Spottiswoode Aitken, Blanche Sweet, George Siegmann, Ralph Lewis, Mae Marsh, Robert Harron, George Beranger","Prevented from dating his sweetheart by his uncle, a young man turns his thoughts to murder.",6.4,1105,,,,,14.0,11.0,https://m.media-amazon.com/images/M/MV5BNDdhMjhhODAtZjAyZS00NGE3LWFjMzUtYmU3ZThkNDExYmU3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg
tt0003657,The Bargain,The Bargain,1914,1914-12-03,Western,70,USA,English,Reginald Barker,"William H. Clifford, Thomas H. Ince",New York Motion Picture,"William S. Hart, J. Frank Burke, Clara Williams, J. Barney Sherry, Joseph J. Dowling","After the bandit Jim Stokes robs the stage he is wounded fleeing. Recuperating at a ranch, he falls in love with and marries the daughter. Now wishing to go straight he tries to return the ...",6.5,144,,,,,8.0,3.0,https://m.media-amazon.com/images/M/MV5BNjc4NjU0ZDAtMzBiZi00MTU2LTk2MGYtZjcwMDExNmM3MTI3XkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_SX300.jpg
tt0003740,Cabiria,Cabiria,1914,1914-04-18,"Adventure, Drama, History",148,Italy,Italian,Giovanni Pastrone,"Gabriele D'Annunzio, Titus Livius",Itala Film,"Carolina Catena, Lidia Quaranta, Gina Marangoni, Dante Testa, Umberto Mozzato, Bartolomeo Pagano, Raffaele di Napoli, Emilio Vardannes, Edoardo Davesnes, Italia Almirante-Manzini, Alex Bernard, Luigi Chellini, Vitale Di Stefano, Enrico Gemelli, Ignazio Lupi","Cabiria is a Roman child when her home is destroyed by a volcano. Sold in Carthage to be sacrificed in a temple, is saved by Fulvio, a Roman spy. But danger lurks, and hatred between Rome and Carthage can only lead to war.",7.1,3073,$ 210000,,,,31.0,26.0,https://m.media-amazon.com/images/M/MV5BZmVjNzQyZDEtMTY0ZS00ZDBhLTg5NDItYzEzZmNlZjJjNmVmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0003883,L'enfant de Paris,L'enfant de Paris,1913,1913-09-17,"Crime, Drama",124,France,French,Léonce Perret,Léonce Perret,Société des Etablissements L. Gaumont,"Léonce Perret, Louis Leubas, Maurice Lagrenée, Émile Keppens, Marc Gérard, Henri Duval, Marie Dorly, Suzanne Le Bret, Jeanne Marie-Laurent, Adrien Petit, Suzanne Privat","The young daughter of an army captain missing in action runs away from school and is kidnapped by Parisian lowlifes. When the kidnapper flees to Nice with the child, the kind-hearted employee of one of his accomplices sets off in pursuit.",7.5,303,,,,,7.0,4.0,https://m.media-amazon.com/images/M/MV5BMzM3ZTcwNjQtNWVmZC00MGVlLTlkMWUtMDViMzY2OWVlNTU5XkEyXkFqcGdeQXVyMzYwOTYyNg@@._V1_SX300.jpg
tt0003772,Cinderella,Cinderella,1914,1914-12-28,"Fantasy, Drama",52,USA,English,James Kirkwood,Charles Perrault,Famous Players Film Company,"Mary Pickford, Owen Moore, Isabel Vernon, Georgia Wilson, Lucille Carney, W.N. Cone, Inez Ranous","Though mistreated by her cruel stepmother and stepsisters, Cinderella is able to attend the royal ball through the help of a fairy godmother.",6.0,929,,,,,10.0,3.0,https://m.media-amazon.com/images/M/MV5BNDRhMGQ1NWMtNmZkNS00MGYxLTg0ZWUtMGRlYmZiMzQ3YTc1XkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_SX300.jpg
tt0003973,A Florida Enchantment,A Florida Enchantment,1914,1916-09-04,Comedy,63,USA,English,Sidney Drew,"Marguerite Bertsch, Archibald Clavering Gunter",Vitagraph Company of America,"Sidney Drew, Edith Storey, Charles Kent, Mrs. Sidney Drew, Ada Gifford, Ethel Lloyd, Lillian Burns, Grace Stevens, Allan Campbell, Cortland Van Deusen, Frank O'Neil","A young woman discovers a seed that can make women act like men and men act like women. She decides to take one, then slips one to her maid and another to her fiancé. The fun begins.",5.8,202,,,,,6.0,3.0,https://m.media-amazon.com/images/M/MV5BMjAwNTM0NTkwOF5BMl5BanBnXkFtZTgwMzE4MzQ4ODE@._V1_SX300.jpg
tt0004150,In the Land of the Head Hunters,In the Land of the Head Hunters,1914,1914-12-07,"Drama, History",65,"USA, Canada",English,Edward S. Curtis,Edward S. Curtis,Seattle Film Co.,"Stanley Hunt, Sarah Constance Smith Hunt, Mrs. George Walkus, Paddy 'Malid, Balutsa, Kwagwanu, Francine Hunt, Bob Wilson, Awidi, Alfred Charlie","In 1911, as part of his massive undertaking, famed Northwest photographer Edward S. Curtis travelled to Vancouver Island, British Columbia, to visit the Kwakwaka'wakw. By the next year, ...",5.8,402,,,,,8.0,11.0,https://m.media-amazon.com/images/M/MV5BMjE3MjAyNzM5NV5BMl5BanBnXkFtZTgwMjA5OTg5NjE@._V1_SX300.jpg
tt0004134,Hypocrites,Hypocrites,1915,1915-01-20,Drama,54,USA,English,Lois Weber,Lois Weber,Hobart Bosworth Productions,"Courtenay Foote, Myrtle Stedman, Herbert Standing, Adele Farrington","The parallel stories of a modern preacher and a medieval monk, Gabriel the Ascetic, who is killed by an ignorant mob for making a nude statue representing Truth, which is also represented by a ghostly naked girl who flits throughout the film.",6.6,456,,,,,41.0,9.0,https://m.media-amazon.com/images/M/MV5BMjA5NTYzNDQ4NV5BMl5BanBnXkFtZTgwMzA5NzgwMzE@._V1_SX300.jpg
tt0004457,The Patchwork Girl of Oz,The Patchwork Girl of Oz,1914,1914-09-28,"Adventure, Family, Fantasy",81,USA,English,J. Farrell MacDonald,"L. Frank Baum, L. Frank Baum",The Oz Film Manufacturing Company,"Violet MacMillan, Frank Moore, Raymond Russell, Leontine Dranet, Bobbie Gould, Marie Wayne, Richard Rosson, Frank Bristol, Fred Woodward, Todd Wright, Bert Glennon, Hal Roach, Dave Anderson, Jessie May Walsh, William Cook","Ojo and Unc Nunkie are out of food, so they decide to journey to the Emerald City where they will never starve. Along the way, they meet Mewel, a waif and stray (mule) who leads them to Dr....",5.5,382,,,,,16.0,5.0,https://m.media-amazon.com/images/M/MV5BMzgxZjk1NjUtMTkxMS00YjQ0LTlmNzMtNDUxZDFmMTdmZmM5XkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_SX300.jpg
tt0004181,Judith of Bethulia,Judith of Bethulia,1914,1914-03-08,Drama,61,USA,English,D.W. Griffith,"Thomas Bailey Aldrich, D.W. Griffith",Biograph Company,"Blanche Sweet, Henry B. Walthall, Mae Marsh, Robert Harron, Kate Bruce, Lillian Gish, J. Jiquel Lanoe, Gertrude Bambrick, Dorothy Gish, Harry Carey","A religious woman seeks to save her people from destruction by seducing and murdering the enemy leader, but her plans get complicated once she falls for him.",6.1,1239,$ 40000,,,,16.0,9.0,https://m.media-amazon.com/images/M/MV5BNWE4M2M0MGUtMjk4Ni00OGE4LWJkZDUtMWI0ZDJlMDYxZjY5XkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_SX300.jpg
tt0004465,The Perils of Pauline,The Perils of Pauline,1914,1914-03-23,"Action, Adventure, Drama",199,USA,English,"Louis J. Gasnier, Donald MacKenzie","Charles W. Goddard, Basil Dickey",Pathé Frères,"Pearl White, Crane Wilbur, Paul Panzer, Edward José, Francis Carlyle, Clifford Bruce, Donald MacKenzie, Jack Standing, Eleanor Woodruff, Leroy Baker, Louise Du Pre, Oscar Nye, Sam J. Ryan, Louis J. Gasnier, Joe Cuny","Young Pauline is left a lot of money when her wealthy uncle dies. However, her uncle's secretary has been named as her guardian until she marries, at which time she will officially take ...",6.3,939,$ 25000,,,,5.0,8.0,https://m.media-amazon.com/images/M/MV5BMzgxODk1Mzk2Ml5BMl5BanBnXkFtZTgwMDg0NzkwMjE@._V1_SX300.jpg
tt0004681,La madonnina del porto,Tess of the Storm Country,1914,1914-03-30,Drama,80,USA,English,Edwin S. Porter,"Grace Miller White, B.P. Schulberg",Famous Players Film Company,"Mary Pickford, Harold Lockwood, Olive Carey, David Hartford, Louise Dunlap, William Walters, Richard Garrick, Eugene Walter, Jack Henry, H.R. Macy, H.L. Griffith","A wealthy resident attempts to dispossess squatters who live near his home, which leads to a false accusation of murder.",6.1,178,$ 10000,,,,5.0,3.0,https://m.media-amazon.com/images/M/MV5BNjgwMTllNTktN2FmNC00N2I1LTkzYzgtMWY2YjIxZmY2YWZjXkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_SX300.jpg
tt0004635,The Squaw Man,The Squaw Man,1914,1914-02-15,"Action, Drama, Romance",74,USA,English,"Oscar Apfel, Cecil B. DeMille","Edwin Milton Royle, Cecil B. DeMille",Jesse L. Lasky Feature Play Company,"Dustin Farnum, Monroe Salisbury, Winifred Kingston, Mrs. A.W. Filson, Haidee Fuller, Red Wing, Foster Knox, Fred Montague, 'Baby' Carmen De Rue, Fernando Gálvez, Eugene De Rue, H.R. Macy, H.L. Swisher, Michael J. Kilpatrick, Sydney Deane",A chivalrous British officer takes the blame for his cousin's embezzlement and journeys to the American West to start a new life on a cattle ranch.,5.7,879,$ 20000,,,,8.0,3.0,https://m.media-amazon.com/images/M/MV5BMjMwODQwODI3Nl5BMl5BanBnXkFtZTgwMDA1ODI3MzE@._V1_SX300.jpg
tt0004707,Tillie's Punctured Romance,Tillie's Punctured Romance,1914,1914-12-21,Comedy,82,USA,"None, English","Mack Sennett, Charles Bennett",,Keystone Film Company,"Marie Dressler, Charles Chaplin, Mabel Normand, Mack Swain, Charles Bennett, Chester Conklin",A con man from the city dupes a wealthy country girl into marriage.,6.3,3250,$ 50000,,,,38.0,18.0,https://m.media-amazon.com/images/M/MV5BMTc5MTQwODc0NF5BMl5BanBnXkFtZTgwMTM0NzkxMjE@._V1_SX300.jpg
tt0004743,Uncle Tom's Cabin,Uncle Tom's Cabin,1914,1914-08-10,Drama,54,USA,,William Robert Daly,"Harriet Beecher Stowe, George L. Aiken",World Film,"Sam Lucas, Walter Hitchcock, Hattie Delaro, Master Abernathy, Teresa Michelena, Irving Cummings, Paul Scardon, Marie Eline, Garfield Thompson, Roy Applegate, Boots Wall",A black and white silent film based on Harriet Beecher Stowe's novel documenting the life and times of Uncle Tom.,5.3,112,,,,,4.0,,https://m.media-amazon.com/images/M/MV5BYjIwODU3ZTEtOTM3Yy00YjY4LWE4NjMtNWI1Yjk4ZDQ3MjNiXkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_SX300.jpg
tt0004825,The Wishing Ring: An Idyll of Old England,The Wishing Ring: An Idyll of Old England,1914,1914-11-09,"Comedy, Drama",54,USA,English,Maurice Tourneur,"Owen Davis, Maurice Tourneur",Shubert Film Corporation,"Vivian Martin, Alec B. Francis, Chester Barnett, Gyp Williams, Simeon Wiltsie, Walter Morton, Johnny Hines","After being expelled from college, Giles runs away from home and meets a young lady who he falls for.",6.4,242,,,,,6.0,2.0,https://m.media-amazon.com/images/M/MV5BYTM1OWY1NmUtYTA1OS00MjlhLWE4ODctZjQxZGMyYjIxZDFjXkEyXkFqcGdeQXVyMTY2MDM3MTk@._V1_SX300.jpg
tt0004766,The Virginian,The Virginian,1914,1914-09-07,Western,55,USA,English,Cecil B. DeMille,"Owen Wister, Kirk La Shelle",Jesse L. Lasky Feature Play Company,"Dustin Farnum, Jack W. Johnston, Sydney Deane, William Elmer, Winifred Kingston, James Griswold, Horace B. Carpenter, Tex Driscoll","A good-natured but chivalrous cowboy romances the local schoolmarm and leads the posse that brings a gang of rustlers, which includes his best friend, to justice.",5.6,174,$ 17022,,,,12.0,,https://m.media-amazon.com/images/M/MV5BNGZhNDE2MWMtZWQyNy00ZjllLThjOGQtMTFjZGRjNGExZmU3XkEyXkFqcGdeQXVyNDk0MDM0Mzg@._V1_SX300.jpg
tt0004872,Alias Jimmy Valentine,Alias Jimmy Valentine,1915,1915-02-22,"Crime, Drama",65,USA,English,Maurice Tourneur,"Paul Armstrong, O. Henry",Peerless Productions,"Robert Warwick, Robert Cummings, Alec B. Francis, Frederick Truesdell, Ruth Shepley, Johnny Hines, D.J. Flanagan, Walter Craven, John Boone, George Cummings, Thomas Mott Osborne","After robbing a bank, a criminal is wrongfully pardoned from prison.",6.6,206,,,,,4.0,3.0,https://m.media-amazon.com/images/M/MV5BMzJiZWJlOGEtZjcwYi00ZDExLWFlNTgtMDE0Nzg1YjA0MDZmXkEyXkFqcGdeQXVyODc1NDEwNzQ@._V1_SX300.jpg
tt0004873,Alice in Wonderland,Alice in Wonderland,1915,1915-01-19,"Adventure, Family, Fantasy",52,USA,English,W.W. Young,"Lewis Carroll, W.W. Young",Nonpareil Feature Film Corp.,"Viola Savoy, Herbert Rice, Harry Marks, Louis Merkle, William Tilden",Alice goes with her sister to a picnic and then she falls asleep and starts dreaming about a wonderland full of talking animals and walking playing cards.,6.2,394,$ 50000,,,,11.0,8.0,https://m.media-amazon.com/images/M/MV5BNjFlNjY4NWMtYWU4MS00ZGVmLWEyNTMtMDZmNzRhNDVlOGVjXkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_SX300.jpg
tt0004972,Nascita di una nazione,The Birth of a Nation,1915,1915-03-21,"Drama, History, War",195,USA,None,D.W. Griffith,"Thomas Dixon Jr., Thomas Dixon Jr.",David W. Griffith Corp.,"Henry B. Walthall, Lillian Gish, Mae Marsh, Miriam Cooper, Mary Alden, Ralph Lewis, George Siegmann, Walter Long, Robert Harron, Wallace Reid, Joseph Henabery, Elmer Clifton, Josephine Crowell, Spottiswoode Aitken, George Beranger","The Stoneman family finds its friendship with the Camerons affected by the Civil War, both fighting in opposite armies. The development of the war in their lives plays through to Lincoln's assassination and the birth of the Ku Klux Klan.",6.3,22213,$ 100000,,,,368.0,97.0,https://m.media-amazon.com/images/M/MV5BYTM4ZDhiYTQtYzExNC00YjVlLTg2YWYtYTk3NTAzMzcwNTExXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
tt0004838,The Wrath of the Gods,The Wrath of the Gods,1914,1914-06-08,"Drama, Romance",56,USA,English,Reginald Barker,"William H. Clifford, Thomas H. Ince",New York Motion Picture,"Sessue Hayakawa, Tsuru Aoki, Frank Borzage, Kisaburô Kurihara, Henry Kotani, Gladys Brockwell, Herschel Mayall",An American sailor falls in love with a fisherman's daughter and convinces her that Jesus is more powerful than the gods who have cursed her.,5.7,138,,,,,5.0,2.0,https://m.media-amazon.com/images/M/MV5BMDYxMGJiMzYtZWY4ZC00YTljLWFmM2MtMzAzOWM4ZTZkOGNhXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg
tt0005060,Carmen,Carmen,1915,1915-10-31,Drama,59,USA,English,Cecil B. DeMille,"Prosper Mérimée, William C. de Mille",Jesse L. Lasky Feature Play Company,"Geraldine Farrar, Wallace Reid, Pedro de Cordoba, Horace B. Carpenter, William Elmer, Jeanie Macpherson, Anita King, Milton Brown, Tex Driscoll","In order to help her smuggler kinsmen, a sultry gypsy seduces and corrupts an officer of the Civil Guard turning him into a traitor and murderer.",6.4,894,$ 23430,,,,20.0,8.0,https://m.media-amazon.com/images/M/MV5BMTg5MzkwMTkzNl5BMl5BanBnXkFtZTgwNTgwMTYxMjE@._V1_SX300.jpg
tt0005078,The Cheat,The Cheat,1915,1915-12-13,"Drama, Romance",59,USA,English,Cecil B. DeMille,"Hector Turnbull, Jeanie Macpherson",Jesse L. Lasky Feature Play Company,"Fannie Ward, Sessue Hayakawa, Jack Dean, James Neill, Yutaka Abe, Dana Ong, Hazel Childers, Arthur H. Williams","A venal, spoiled stockbroker's wife impulsively embezzles $10,000 from the charity she chairs and desperately turns to a Burmese ivory trader to replace the stolen money.",6.6,2305,$ 17311,,,,38.0,19.0,https://m.media-amazon.com/images/M/MV5BMjEzMjcxNTM5M15BMl5BanBnXkFtZTgwMzgwNjQ1MjE@._V1_SX300.jpg
tt0005339,La vampira,A Fool There Was,1915,1915-01-12,Drama,67,USA,English,Frank Powell,"Porter Emerson Browne, Roy L. McCardell",Fox Film Corporation,"Runa Hodges, Mabel Frenyear, Edward José, May Allison, Clifford Bruce, Theda Bara, Victor Benoit, Frank Powell, Minna Gale, Creighton Hale",A married diplomat falls hopelessly under the spell of a predatory woman.,5.8,783,,,,,20.0,14.0,https://m.media-amazon.com/images/M/MV5BNWNjNjI3YjQtN2FkNS00NzQwLTk0ZGUtNGRjY2RhZWQ4N2Q4XkEyXkFqcGdeQXVyNzk3ODM4NQ@@._V1_SX300.jpg
tt0005149,The Coward,The Coward,1915,1915-11-14,"Drama, History, War",77,USA,English,"Reginald Barker, Thomas H. Ince","Thomas H. Ince, Thomas H. Ince",Kay-Bee Pictures,"Frank Keenan, Charles Ray, Gertrude Claire, Patricia Palmer, Nick Cogley, Charles K. French, Minnie Devereaux","Colonel Winslow, veteran of the Mexican War, hopes for a great future for his only son, Frank. At the outbreak of the Civil War, a recruiting station is opened in the Virginia village where...",6.0,244,$ 18000,,,,15.0,3.0,https://m.media-amazon.com/images/M/MV5BMjE5MzQ5NTMyNF5BMl5BanBnXkFtZTgwNjkwOTMyMjE@._V1_SX300.jpg
tt0005402,The Golden Chance,The Golden Chance,1915,1915-12-30,Drama,74,USA,English,Cecil B. DeMille,"Cecil B. DeMille, Jeanie Macpherson",Jesse L. Lasky Feature Play Company,"Cleo Ridgely, Wallace Reid, Horace B. Carpenter, Ernest Joy, Edythe Chapman, Raymond Hatton, William Elmer, Mrs. Lewis McCord",Mary Denby becomes a seamstress after her husband Steve wastes their money on booze. Her employer provides her as an escort to accompany millionaire Roger Manning. Her husband tries ...,6.4,187,$ 18711,,,,10.0,1.0,https://m.media-amazon.com/images/M/MV5BMTQ1NjkzMjA5MF5BMl5BanBnXkFtZTcwMjI2MjEzMQ@@._V1_SX300.jpg
tt0005719,Martyrs of the Alamo,Martyrs of the Alamo,1915,1915-11-21,"Drama, History, War",71,USA,English,Christy Cabanne,"Christy Cabanne, Theodosia Harris",Fine Arts Film Company,"Sam De Grasse, Allan Sears, Walter Long, Alfred Paget, Fred Burns, John T. Dillon, Juanita Hansen, Ora Carew, Tom Wilson, Augustus Carney",The story of the defense of the mission-turned-fortress by 185 Texans against an overwhelming Mexican army in 1836.,5.6,138,,,,,5.0,1.0,https://m.media-amazon.com/images/M/MV5BY2U3YjcyYWEtYjJkNy00OTNiLTlhNGItNTg2NGY2NTE2YTVmXkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_SX300.jpg
tt0005809,The Nigger,The Nigger,1915,1915-03-29,Drama,50,USA,English,Edgar Lewis,"Edgar Lewis, Edward Sheldon",Fox Film Corporation,"William Farnum, Claire Whitney, George De Carlton, Henry Armetta","Philip Morrow grows to manhood in the belief that the blood in his veins is the most aristocratic in the South. ""Clif"" Noyes, a distiller of whiskey of the fiery brand manufactured for ...",6.1,300,,,,,,,N/A
tt0005557,The Italian,The Italian,1915,1915-01-01,Drama,72,USA,English,Reginald Barker,"Thomas H. Ince, C. Gardner Sullivan",New York Motion Picture,"George Beban, Clara Williams, J. Frank Burke, Leo Willis, Fanny Midgley",An immigrant leaves his sweetheart in Italy to find a better life across the sea in the grimy slums of New York. They are eventually reunited and marry. But life in New York is hard and ...,6.6,293,,,,,13.0,3.0,https://m.media-amazon.com/images/M/MV5BNjlkY2M2NDYtOWUxMS00YmVmLWFhZDUtMTNjZDEzNTQ0YWU3XkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_SX300.jpg
